file,0.0,0.01,0.02,0.03,0.04,0.05,0.06,0.07,0.08,0.09
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit42,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit43,WILLIAMSON Richie,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit44,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit45,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit46,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit47,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit48,WILLIAMSON Richie,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit49,TOMS Karen,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit50,WILLIAMSON Richie,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit51,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit52,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit53,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit54,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit55,WILLIAMSON Richie,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit56,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit57,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit58,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit59,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit60,WILLIAMSON Richie,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit61,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit62,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit63,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit64,WILLIAMSON Richie,BAKER Andrew,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit65,TOMS Karen,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,TOMS Karen,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit66,WILLIAMSON Richie,SIMMONS Jim,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit67,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit68,WILLIAMSON Richie,BAKER Andrew,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit69,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit70,WILLIAMSON Richie,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit71,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit72,TOMS Karen,BAKER Andrew,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit73,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit74,TOMS Karen,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit75,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit76,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit77,TOMS Karen,TOMS Karen,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,TOMS Karen,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit78,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit79,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,TOMS Karen,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit80,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit81,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit82,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit83,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit84,WILLIAMSON Richie,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit85,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit86,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit87,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit88,TOMS Karen,BAKER Andrew,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit89,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit90,TOMS Karen,TOMS Karen,WILLIAMSON Richie,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit91,WILLIAMSON Richie,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit92,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit93,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit94,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit95,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit96,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit97,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit98,WILLIAMSON Richie,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit99,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit100,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit101,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit102,BAKER Andrew,BAKER Andrew,TOMS Karen,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit103,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit104,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit105,TOMS Karen,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit106,TOMS Karen,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit107,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit108,TOMS Karen,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,TOMS Karen,BAKER Andrew,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit109,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit110,WILLIAMSON Richie,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit111,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit112,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit113,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit114,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit115,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit116,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit117,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit118,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit119,WILLIAMSON Richie,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit120,WILLIAMSON Richie,BAKER Andrew,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit121,SIMMONS Jim,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit122,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit123,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit124,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit125,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit126,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit127,TOMS Karen,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit128,WILLIAMSON Richie,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit129,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit130,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit131,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit132,WILLIAMSON Richie,TOMS Karen,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit133,WILLIAMSON Richie,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen,TOMS Karen
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit134,TOMS Karen,WILLIAMSON Richie,BAKER Andrew,TOMS Karen,TOMS Karen,TOMS Karen,BAKER Andrew,BAKER Andrew,BAKER Andrew,BAKER Andrew
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit135,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit136,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit137,TOMS Karen,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,WILLIAMSON Richie,BAKER Andrew,BAKER Andrew,WILLIAMSON Richie,WILLIAMSON Richie
NSW_Local_Government_2016_Clarence_Valley_Council 9 seats.csv__hit138,KINGSLEY Jason,TOMS Karen,BAKER Andrew,KINGSLEY Jason,KINGSLEY Jason,KINGSLEY Jason,BAKER Andrew,BAKER Andrew,KINGSLEY Jason,KINGSLEY Jason
