election,complete,incomplete
SanFrancisco_11022004_BoardofSupervisorsDistrict9.csv,0.0,100.0
SanFrancisco_11052004_BoardofSupervisorsDistrict1.csv,0.0,100.0
SanFrancisco_11072006_BoardofSupervisorsDistrict2.csv,0.6,99.4
SanFrancisco_11072006_BoardofSupervisorsDistrict6.csv,0.0,100.0
SanFrancisco_11032015_BoardofSupervisorsDistrict3.csv,26.8,73.2
SanFrancisco_11082022_AssessorRecorder.csv,100.0,0.0
SanFrancisco_11082022_BoardofSupervisorsD10.csv,47.5,52.5
SanFrancisco_11032015_Mayor.csv,0.0,100.0
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT11.csv,0.0,100.0
SanFrancisco_11042008_BoardofSupervisorsDistrict11.csv,0.0,100.0
SanFrancisco_11072006_BoardofSupervisorsDistrict4.csv,0.0,100.0
SanFrancisco_11022004_BoardofSupervisorsDistrict11.csv,0.0,100.0
SanFrancisco_11062018_AssessorRecorder.csv,42.0,58.0
SanFrancisco_11042008_BoardofSupervisorsDistrict5.csv,49.6,50.4
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT1.csv,33.6,66.4
SanFrancisco_11052024_Sheriff.csv,33.1,66.9
SanFrancisco_11082022_DistrictAttorney.csv,34.3,65.7
SanFrancisco_11042008_BoardofSupervisorsDistrict4.csv,51.5,48.5
SanFrancisco_11062018_BoardofSupervisorsDistrict6.csv,54.3,45.7
SanFrancisco_11052024_Mayor.csv,0.0,100.0
SanFrancisco_11082022_BoardofSupervisorsD4.csv,39.4,60.6
SanFrancisco_11082022_BoardofSupervisorsD6.csv,37.8,62.2
SanFrancisco_11062018_BoardofSupervisorsDistrict4.csv,0.0,100.0
SanFrancisco_11042014_BoardofSupervisorsDistrict10.csv,0.0,100.0
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT3.csv,53.8,46.2
SanFrancisco_11042008_BoardofSupervisorsDistrict7.csv,46.2,53.8
SanFrancisco_11042008_BoardofSupervisorsDistrict3.csv,0.0,100.0
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT7.csv,34.2,65.8
SanFrancisco_11052024_BoS_D9.csv,11.5,88.5
SanFrancisco_11082016_BoardofSupervisorsDistrict9.csv,0.0,100.0
SanFrancisco_11022010_BoardofSupervisorsDistrict10.csv,0.0,100.0
SanFrancisco_11032015_Sheriff.csv,28.6,71.4
SanFrancisco_11082011_Sheriff.csv,0.0,100.0
SanFrancisco_06052018_BoardofSupervisorsDistrict8.csv,38.6,61.4
SanFrancisco_11082022_BoardofSupervisorsD2.csv,100.0,0.0
SanFrancisco_11022010_BoardofSupervisorsDistrict8.csv,0.0,100.0
SanFrancisco_11062018_BoardofSupervisorsDistrict2.csv,0.0,100.0
SanFrancisco_11052024_CityAttorney.csv,29.8,70.2
SanFrancisco_11032020_BOARDOFSUPERVISORSDISTRICT5.csv,49.7,50.3
SanFrancisco_11042008_BoardofSupervisorsDistrict1.csv,0.0,100.0
NewYorkCity_06222021_REPCouncilMember23rdCouncilDistrict.csv,50.7,49.3
NewYorkCity_06222021_DEMCouncilMember27thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember33rdCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_REPBoroughPresidentRichmond.csv,25.5,74.5
NewYorkCity_06222021_DEMCouncilMember10thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember28thCouncilDistrict.csv,37.9,62.1
NewYorkCity_06222021_DEMCouncilMember15thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMMayorCitywide.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember46thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMBoroughPresidentKings.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember31stCouncilDistrict.csv,41.5,58.5
NewYorkCity_06222021_DEMCouncilMember35thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember32ndCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember30thCouncilDistrict.csv,31.4,68.6
NewYorkCity_06222021_DEMCouncilMember49thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember29thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember11thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember1stCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember14thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember5thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember2ndCouncilDistrict.csv,37.1,62.9
NewYorkCity_06222021_DEMCouncilMember26thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember34thCouncilDistrict.csv,23.4,76.6
NewYorkCity_06222021_DEMCouncilMember48thCouncilDistrict.csv,17.9,82.1
NewYorkCity_06222021_DEMCouncilMember47thCouncilDistrict.csv,27.2,72.8
NewYorkCity_06222021_DEMBoroughPresidentQueens.csv,39.2,60.8
NewYorkCity_06222021_DEMCouncilMember3rdCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_REPCouncilMember24thCouncilDistrict.csv,51.3,48.7
NewYorkCity_06222021_REPCouncilMember19thCouncilDistrict.csv,47.5,52.5
NewYorkCity_06222021_DEMPublicAdvocateCitywide.csv,32.1,67.9
NewYorkCity_06222021_REPMayorCitywide.csv,50.1,49.9
NewYorkCity_06222021_DEMComptrollerCitywide.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember38thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember23rdCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMBoroughPresidentRichmond.csv,28.3,71.7
NewYorkCity_06222021_REPCouncilMember15thCouncilDistrict.csv,50.3,49.7
NewYorkCity_06222021_DEMCouncilMember37thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMBoroughPresidentBronx.csv,30.7,69.3
NewYorkCity_06222021_DEMCouncilMember22ndCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember25thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember6thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember18thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMBoroughPresidentNewYork.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember20thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_REPCouncilMember32ndCouncilDistrict.csv,39.6,60.4
NewYorkCity_06222021_DEMCouncilMember9thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember17thCouncilDistrict.csv,49.8,50.2
NewYorkCity_06222021_CONCouncilMember19thCouncilDistrict.csv,35.3,64.7
NewYorkCity_06222021_DEMCouncilMember21stCouncilDistrict.csv,25.5,74.5
NewYorkCity_06222021_DEMCouncilMember12thCouncilDistrict.csv,50.8,49.2
NewYorkCity_06222021_REPCouncilMember50thCouncilDistrict.csv,20.1,79.9
NewYorkCity_06222021_DEMCouncilMember41stCouncilDistrict.csv,49.6,50.4
NewYorkCity_06222021_DEMCouncilMember36thCouncilDistrict.csv,22.6,77.4
NewYorkCity_06222021_DEMCouncilMember40thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember39thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember42ndCouncilDistrict.csv,34.5,65.5
NewYorkCity_06222021_DEMCouncilMember45thCouncilDistrict.csv,34.8,65.2
NewYorkCity_06222021_DEMCouncilMember16thCouncilDistrict.csv,36.6,63.4
NewYorkCity_06222021_DEMCouncilMember8thCouncilDistrict.csv,34.4,65.6
NewYorkCity_06222021_DEMCouncilMember13thCouncilDistrict.csv,30.3,69.7
NewYorkCity_06222021_REPBoroughPresidentQueens.csv,51.9,48.1
NewYorkCity_06222021_DEMCouncilMember24thCouncilDistrict.csv,24.9,75.1
NewYorkCity_06222021_DEMCouncilMember19thCouncilDistrict.csv,0.0,100.0
NewYorkCity_06222021_DEMCouncilMember7thCouncilDistrict.csv,0.0,100.0
Cambridge_11082011_CityCouncil.csv,0.0,100.0
Cambridge_11152019_CityCouncil.csv,0.0,100.0
Cambridge_11072017_CityCouncil.csv,0.0,100.0
Cambridge_11062001_CityCouncil.csv,0.0,100.0
Cambridge_11032009_CityCouncil.csv,0.0,100.0
Cambridge_11062007_SchoolCommittee.csv,0.0,100.0
Cambridge_11052013_SchoolCommittee.csv,0.0,100.0
Cambridge_11072023_CityCouncil.csv,0.0,100.0
Cambridge_11062007_CityCouncil.csv,0.0,100.0
Cambridge_11152019_SchoolCommittee.csv,0.0,100.0
Cambridge_11032015_SchoolCommittee.csv,0.0,100.0
Cambridge_11082011_SchoolCommittee.csv,0.0,100.0
Cambridge_11072023_SchoolBoard.csv,0.0,100.0
Cambridge_11052013_CityCouncil.csv,0.0,100.0
Cambridge_11042003_SchoolCommittee.csv,0.0,100.0
Cambridge_11072017_SchoolCommittee.csv,0.0,100.0
Cambridge_11032015_CityCouncil.csv,0.0,100.0
Cambridge_11082005_CityCouncil.csv,0.0,100.0
Cambridge_11042003_CityCouncil.csv,0.0,100.0
Cambridge_11082005_SchoolCommittee.csv,0.0,100.0
LasCruces_11052019_COUNCILORPOSITION2CITYOFLASCRUCESDISTRICT2COUNCILOR.csv,38.9,61.1
SantaFe_03062018_Mayor.csv,62.5,37.5
LasCruces_11052019_COUNCILORPOSITION4CITYOFLASCRUCESDISTRICT4COUNCILOR.csv,57.0,43.0
SantaFe_03062018_CityCouncilDistrict4.csv,70.4,29.6
LasCruces_11052019_MAYORCITYOFLASCRUCES.csv,28.2,71.8
Corvallis_11082022_CityCouncilWard9.csv,80.8,19.2
Corvallis_11082022_Mayor.csv,81.2,18.8
